pmid,mesh_code,mesh_name,is_major_topic
26544792,D000368,Aged,N
26544792,D000328,Adult,N
26544792,D005260,Female,N
26544792,D006801,Humans,N
26544792,D008875,Middle Aged,N
26544792,D008297,Male,N
26544792,D012189,Retrospective Studies,N
26544792,D055815,Young Adult,N
26544814,D000328,Adult,N
26544814,D000369,"Aged, 80 and over",N
26544814,D000368,Aged,N
26544814,D005260,Female,N
26544814,D006801,Humans,N
26544814,D008297,Male,N
26544814,D008875,Middle Aged,N
26544814,D012189,Retrospective Studies,N
26544814,D012307,Risk Factors,N
26544848,D000367,Age Factors,N
26544848,D002648,Child,N
26544848,D006801,Humans,N
26544848,D005260,Female,N
26544848,D008297,Male,N
26544848,D012737,Sex Factors,N
26544849,D011401,"Promoter Regions, Genetic",N
26544860,D000465,Algorithms,N
26544860,D014158,"Transcription, Genetic",N
26544862,D000818,Animals,N
26544862,D001835,Body Weight,N
26544862,D005260,Female,N
26544862,D008297,Male,N
26544862,D011247,Pregnancy,N
26544942,D004268,DNA-Binding Proteins,N
26544942,D000818,Animals,N
26544942,D006801,Humans,N
26544942,D051379,Mice,N
26544942,D015398,Signal Transduction,N
26544942,D014157,Transcription Factors,N
26544949,D002648,Child,N
26544949,D005260,Female,N
26544949,D008297,Male,N
26544949,D006801,Humans,N
26544958,D002648,Child,N
26544958,D005260,Female,N
26544958,D006801,Humans,N
26544958,D007223,Infant,N
26544958,D007231,"Infant, Newborn",N
26544958,D008297,Male,N
26544958,D011247,Pregnancy,N
26544970,D005260,Female,N
26544970,D000818,Animals,N
26544970,D051379,Mice,N
26544983,D000818,Animals,N
26544983,D005838,Genotype,N
26545072,D011401,"Promoter Regions, Genetic",N
26545091,D000911,"Antibodies, Monoclonal",N
26545091,D006801,Humans,N
26545093,D000328,Adult,N
26545093,D005260,Female,N
26545093,D006801,Humans,N
26545093,D008875,Middle Aged,N
26545093,D009154,Mutation,Y
26545093,D008297,Male,N
26545094,D005260,Female,N
26545094,D006801,Humans,N
26545094,D008175,Lung Neoplasms,N
26545094,D008297,Male,N
26545094,D008875,Middle Aged,N
26545094,D011379,Prognosis,N
26545095,D000293,Adolescent,N
26545095,D000328,Adult,N
26545095,D005260,Female,N
26545094,D000368,Aged,N
26545095,D008297,Male,N
26545095,D008875,Middle Aged,N
26545095,D006801,Humans,N
26545095,D055815,Young Adult,N
26545098,D000818,Animals,N
26545098,D002478,"Cells, Cultured",N
26545098,D051379,Mice,N
26545098,D009474,Neurons,N
26545108,D005786,Gene Expression Regulation,N
26545108,D006801,Humans,N
26545114,D000818,Animals,N
26545114,D017209,Apoptosis,N
26545114,D002460,Cell Line,N
26545114,D007668,Kidney,N
26545114,D051379,Mice,N
26545118,D000595,Amino Acid Sequence,N
26545118,D006801,Humans,N
26545118,D008958,"Models, Molecular",N
26545118,D008969,Molecular Sequence Data,N
26545118,D011994,Recombinant Proteins,N
26545120,D000818,Animals,N
26545120,D045744,"Cell Line, Tumor",N
26545120,D006801,Humans,N
26545120,D008297,Male,N
26545120,D051379,Mice,N
26545120,D008810,"Mice, Inbred C57BL",N
26545191,D006801,Humans,N
26545196,D006801,Humans,N
26545197,D006801,Humans,N
26545199,D000293,Adolescent,N
26545199,D000328,Adult,N
26545199,D016022,Case-Control Studies,N
26545199,D005260,Female,N
26545199,D006801,Humans,N
26545199,D008297,Male,N
26545199,D008875,Middle Aged,N
26545199,D055815,Young Adult,N
26545244,D000328,Adult,N
26545244,D005260,Female,N
26545244,D006801,Humans,N
26545244,D008297,Male,N
26545244,D055815,Young Adult,N
26545253,D000818,Animals,N
26545253,D005260,Female,N
26545253,D006801,Humans,N
26545253,D008297,Male,N
26545493,D004926,Escherichia coli,N
26545493,D007700,Kinetics,N
26545493,D011994,Recombinant Proteins,N
26545721,D003430,Cross-Sectional Studies,N
26545721,D000328,Adult,N
26545721,D005260,Female,N
26545721,D006801,Humans,N
26545721,D008297,Male,N
26545721,D011795,Surveys and Questionnaires,N
26545721,D055815,Young Adult,N
26545741,D002478,"Cells, Cultured",N
26545741,D006801,Humans,N
26545742,D006801,Humans,N
26545745,D006801,Humans,N
26545747,D000818,Animals,N
26545747,D006801,Humans,N
26545747,D013997,Time Factors,N
26545749,D002454,Cell Differentiation,N
26545749,D006801,Humans,N
26545763,D000368,Aged,N
26545763,D005260,Female,N
26545763,D008297,Male,N
26545763,D008875,Middle Aged,N
26545763,D006801,Humans,N
26545776,D049109,Cell Proliferation,N
26545776,D011485,Protein Binding,N
26545778,D000818,Animals,N
26545778,D001483,Base Sequence,N
26545778,D005786,Gene Expression Regulation,N
26545778,D051379,Mice,N
26545778,D008969,Molecular Sequence Data,N
26545813,D006801,Humans,N
26545813,D011485,Protein Binding,N
26545861,D017209,Apoptosis,N
26545861,D016022,Case-Control Studies,N
26545861,D045744,"Cell Line, Tumor",N
26545861,D049109,Cell Proliferation,N
26545861,D005260,Female,N
26545861,D005838,Genotype,N
26545861,D007150,Immunohistochemistry,N
26545861,D006801,Humans,N
26545861,D015994,Incidence,N
26545861,D008297,Male,N
26545776,D001665,Binding Sites,N
26545943,D000328,Adult,N
26545943,D002118,Calcium,N
26545943,D005260,Female,N
26545943,D006801,Humans,N
26545943,D008297,Male,N
26545943,D008875,Middle Aged,N
26545983,D049109,Cell Proliferation,N
26545983,D005260,Female,N
26545983,D006801,Humans,N
26545983,D008297,Male,N
26545983,D011401,"Promoter Regions, Genetic",N
26546056,D000970,Antineoplastic Agents,N
26546056,D017209,Apoptosis,N
26546056,D045744,"Cell Line, Tumor",N
26546056,D008297,Male,N
26546056,D006801,Humans,N
26546125,D000818,Animals,N
26546125,D002460,Cell Line,N
26546125,D006801,Humans,N
26546125,D051379,Mice,N
26546159,D002675,"Child, Preschool",N
26546159,D005260,Female,N
26546159,D006801,Humans,N
26546159,D013997,Time Factors,N
26546159,D014057,"Tomography, X-Ray Computed",N
26546160,D005260,Female,N
26546160,D005838,Genotype,Y
26546160,D006801,Humans,N
26546160,D015203,Reproducibility of Results,N
26546160,D012680,Sensitivity and Specificity,N
26546329,D000293,Adolescent,N
26546329,D002648,Child,N
26546329,D002675,"Child, Preschool",N
26546329,D000328,Adult,N
26546329,D005260,Female,N
26546329,D005500,Follow-Up Studies,N
26546329,D006801,Humans,N
26546329,D009367,Neoplasm Staging,Y
26546329,D008297,Male,N
26546329,D012189,Retrospective Studies,N
26546329,D015996,Survival Rate,N
26546329,D016896,Treatment Outcome,N
26546329,D055815,Young Adult,N
26546394,D006801,Humans,N
26546407,D000818,Animals,N
26546407,D006801,Humans,N
26546419,D000328,Adult,N
26546419,D000369,"Aged, 80 and over",N
26546419,D000368,Aged,N
26546419,D015331,Cohort Studies,N
26546419,D005260,Female,N
26546419,D006801,Humans,N
26546419,D008297,Male,N
26546419,D012189,Retrospective Studies,N
26546419,D008875,Middle Aged,N
26546419,D055815,Young Adult,N
26546461,D000293,Adolescent,N
26546461,D000368,Aged,N
26546461,D000970,Antineoplastic Agents,N
26546461,D000328,Adult,N
26546461,D005260,Female,N
26546461,D005838,Genotype,N
26546461,D006801,Humans,N
26546461,D008875,Middle Aged,N
26546461,D008297,Male,N
26546461,D016896,Treatment Outcome,N
26546461,D055815,Young Adult,N
26546516,D004247,DNA,N
26546516,D006801,Humans,N
26546516,D008958,"Models, Molecular",N
26546517,D006801,Humans,N
26546517,D015398,Signal Transduction,Y
26546607,D017209,Apoptosis,N
26546607,D000818,Animals,N
26546607,D002460,Cell Line,N
26546607,D009154,Mutation,N
26546804,D008297,Male,N
26546804,D006801,Humans,N
26546825,D000818,Animals,N
26546825,D002454,Cell Differentiation,N
26546825,D008297,Male,N
26546825,D051379,Mice,N
26546825,D002478,"Cells, Cultured",N
26546896,D000328,Adult,N
26546896,D000293,Adolescent,N
26546896,D005260,Female,N
26546896,D006801,Humans,N
26546896,D008297,Male,N
26546896,D055815,Young Adult,N
26546951,D008297,Male,N
26546951,D006801,Humans,N
26546951,D018570,Risk Assessment,N
26546959,D000328,Adult,N
26546959,D006801,Humans,N
26546959,D011247,Pregnancy,N
26546959,D005260,Female,N
26547258,D000328,Adult,N
26547258,D000368,Aged,N
26547258,D000369,"Aged, 80 and over",N
26547258,D000971,Antineoplastic Combined Chemotherapy Protocols,N
26547258,D005260,Female,N
26547258,D006801,Humans,N
26547258,D008297,Male,N
26547258,D008875,Middle Aged,N
26547258,D009154,Mutation,Y
26547258,D011379,Prognosis,N
26547258,D012189,Retrospective Studies,N
26547258,D016896,Treatment Outcome,N
26547259,D000328,Adult,N
26547259,D000368,Aged,N
26547259,D000369,"Aged, 80 and over",N
26547259,D000971,Antineoplastic Combined Chemotherapy Protocols,N
26547259,D005260,Female,N
26547259,D006801,Humans,N
26547259,D015994,Incidence,N
26547259,D008297,Male,N
26547259,D008875,Middle Aged,N
26547259,D012189,Retrospective Studies,N
26547259,D055815,Young Adult,N
26547302,D003430,Cross-Sectional Studies,N
26547302,D000368,Aged,N
26547302,D006801,Humans,N
26547302,D008297,Male,N
26547302,D008875,Middle Aged,N
26547302,D005260,Female,N
26547302,D015203,Reproducibility of Results,N
26547302,D011795,Surveys and Questionnaires,N
26547329,D000818,Animals,N
26547329,D051381,Rats,N
26547336,D005260,Female,N
26547336,D006801,Humans,N
26547336,D011247,Pregnancy,N
26547336,D008297,Male,N
26547336,D016896,Treatment Outcome,N
26547338,D006801,Humans,N
26547338,D007150,Immunohistochemistry,Y
26547338,D008175,Lung Neoplasms,N
26547344,D000818,Animals,N
26547344,D007668,Kidney,N
26547344,D017207,"Rats, Sprague-Dawley",N
26547344,D051381,Rats,N
26547350,D000367,Age Factors,N
26547350,D015995,Prevalence,N
26547350,D012307,Risk Factors,N
26547350,D006801,Humans,N
26547370,D007150,Immunohistochemistry,N
26547370,D006801,Humans,N
26547370,D008875,Middle Aged,N
26547370,D014157,Transcription Factors,N
26547473,D008297,Male,N
26547473,D006801,Humans,N
26547478,D006801,Humans,N
26547478,D012307,Risk Factors,N
26547503,D000328,Adult,N
26547503,D005260,Female,N
26547503,D006801,Humans,N
26547503,D008297,Male,N
26547503,D008875,Middle Aged,N
26547503,D018570,Risk Assessment,N
26547503,D012307,Risk Factors,N
26547531,D000818,Animals,N
26547531,D008297,Male,N
26547531,D051379,Mice,N
26547531,D005260,Female,N
26547534,D000818,Animals,N
26547534,D000970,Antineoplastic Agents,N
26547534,D045744,"Cell Line, Tumor",N
26547534,D017209,Apoptosis,N
26547534,D049109,Cell Proliferation,N
26547534,D006801,Humans,N
26547534,D051379,Mice,N
26547534,D008297,Male,N
26547549,D000328,Adult,N
26547549,D015331,Cohort Studies,N
26547549,D005260,Female,N
26547549,D006801,Humans,N
26547549,D016015,Logistic Models,N
26547549,D008297,Male,N
26547549,D008875,Middle Aged,N
26547549,D000293,Adolescent,N
26547549,D011795,Surveys and Questionnaires,N
26547714,D000328,Adult,N
26547714,D000368,Aged,N
26547714,D000818,Animals,N
26547714,D000293,Adolescent,N
26547714,D006801,Humans,N
26547714,D005260,Female,N
26547714,D008875,Middle Aged,N
26547715,D006801,Humans,N
26547714,D008297,Male,N
26547715,D007231,"Infant, Newborn",N
26547715,D009154,Mutation,Y
26547715,D008297,Male,N
26547917,D000368,Aged,N
26547917,D005260,Female,N
26547917,D006801,Humans,N
26547917,D008297,Male,N
26547917,D008875,Middle Aged,N
26547917,D016896,Treatment Outcome,N
26547935,D006801,Humans,N
26547970,D000465,Algorithms,Y
26547970,D006801,Humans,N
26547970,D015203,Reproducibility of Results,N
26547970,D012680,Sensitivity and Specificity,N
26547977,D000465,Algorithms,N
26547977,D000595,Amino Acid Sequence,N
26547977,D006801,Humans,N
26547977,D008969,Molecular Sequence Data,N
26547979,D000465,Algorithms,Y
26547979,D006801,Humans,N
26547987,D006801,Humans,N
26547987,D011379,Prognosis,N
26548097,D000368,Aged,N
26548097,D000328,Adult,N
26548097,D006801,Humans,N
26548097,D008297,Male,N
26548097,D008875,Middle Aged,N
26548097,D011183,Postoperative Complications,N
26548097,D012189,Retrospective Studies,N
26548097,D015996,Survival Rate,N
26548100,D000368,Aged,N
26548100,D000369,"Aged, 80 and over",N
26548100,D006801,Humans,N
26548100,D008297,Male,N
26548100,D011183,Postoperative Complications,N
26548100,D005260,Female,N
26548100,D011795,Surveys and Questionnaires,N
26548100,D055815,Young Adult,N
26548101,D006801,Humans,N
26548101,D008297,Male,N
26548108,D000970,Antineoplastic Agents,N
26548108,D006801,Humans,N
26548108,D008875,Middle Aged,N
26548116,D000818,Animals,N
26548116,D003430,Cross-Sectional Studies,N
26548116,D006801,Humans,N
26548116,D016015,Logistic Models,N
26548121,D000328,Adult,N
26548121,D006801,Humans,N
26548121,D008297,Male,N
26548121,D008875,Middle Aged,N
26548147,D000293,Adolescent,N
26548147,D005260,Female,N
26548147,D006801,Humans,N
26548147,D008297,Male,N
26548147,D008875,Middle Aged,N
26548147,D000328,Adult,N
26548147,D055815,Young Adult,N
26548290,D006801,Humans,N
26548290,D016896,Treatment Outcome,N
26548295,D000818,Animals,N
26548295,D004926,Escherichia coli,N
26548295,D006801,Humans,N
26548302,D000818,Animals,N
26548302,D006801,Humans,N
26548302,D012307,Risk Factors,N
26548302,D011795,Surveys and Questionnaires,N
26548385,D006801,Humans,N
26548387,D006801,Humans,N
26548470,D002648,Child,N
26548470,D002675,"Child, Preschool",N
26548470,D000293,Adolescent,N
26548470,D005500,Follow-Up Studies,N
26548470,D005260,Female,N
26548470,D006801,Humans,N
26548470,D008297,Male,N
26548470,D012720,Severity of Illness Index,N
26548470,D016896,Treatment Outcome,N
26548471,D000328,Adult,N
26548471,D000970,Antineoplastic Agents,N
26548471,D006801,Humans,N
26548471,D005260,Female,N
26548471,D016896,Treatment Outcome,N
26548514,D005260,Female,N
26548514,D006801,Humans,N
26548514,D008875,Middle Aged,N
26548787,D002648,Child,N
26548787,D006801,Humans,N
26548788,D005260,Female,N
26548788,D006801,Humans,N
26548788,D011247,Pregnancy,N
26548791,D000328,Adult,N
26548791,D002648,Child,N
26548791,D000293,Adolescent,N
26548791,D005260,Female,N
26548791,D006801,Humans,N
26548791,D008297,Male,N
26548852,D002478,"Cells, Cultured",N
26548852,D000818,Animals,N
26548852,D051379,Mice,N
26548852,D014162,Transfection,N
26549041,D006801,Humans,N
26549230,D010766,Phosphorylation,N
26549230,D006801,Humans,N
26549332,D001921,Brain,N
26549332,D000818,Animals,N
26549332,D051379,Mice,N
26549338,D000328,Adult,N
26549338,D005260,Female,N
26549338,D000368,Aged,N
26549338,D006801,Humans,N
26549338,D008297,Male,N
26549338,D011237,Predictive Value of Tests,N
26549338,D008875,Middle Aged,N
26549338,D012189,Retrospective Studies,N
26549338,D012307,Risk Factors,N
26549338,D055815,Young Adult,N
26549660,D005260,Female,N
26549660,D006801,Humans,N
26549660,D007150,Immunohistochemistry,N
26549660,D008279,Magnetic Resonance Imaging,N
26549660,D008875,Middle Aged,N
26549684,D014158,"Transcription, Genetic",N
26549765,D000818,Animals,N
26549765,D002478,"Cells, Cultured",N
26549765,D008297,Male,N
26549881,D000818,Animals,N
26549881,D008297,Male,N
26550676,D006801,Humans,N
26550701,D005260,Female,N
26550701,D006801,Humans,N
26550701,D016896,Treatment Outcome,N
26550701,D055815,Young Adult,N
26550833,D000818,Animals,N
26550833,D005260,Female,N
26550833,D008297,Male,N
26550833,D008810,"Mice, Inbred C57BL",N
26550833,D051379,Mice,N
26550870,D007700,Kinetics,N
26550913,D006801,Humans,N
26550915,D000328,Adult,N
26550915,D000368,Aged,N
26550915,D000369,"Aged, 80 and over",N
26550915,D000971,Antineoplastic Combined Chemotherapy Protocols,N
26550915,D005260,Female,N
26550915,D005500,Follow-Up Studies,N
26550915,D006801,Humans,N
26550915,D008297,Male,N
26550915,D008875,Middle Aged,N
26550915,D012189,Retrospective Studies,N
26550915,D011379,Prognosis,N
26550915,D012307,Risk Factors,N
26550915,D018570,Risk Assessment,N
26550915,D016896,Treatment Outcome,N
26550917,D006801,Humans,N
26550917,D008297,Male,N
26550917,D008875,Middle Aged,N
26550917,D014057,"Tomography, X-Ray Computed",N
26550917,D016896,Treatment Outcome,N
26550932,D005260,Female,N
26550932,D006801,Humans,N
26550932,D008297,Male,N
26550933,D000818,Animals,N
26550933,D006801,Humans,N
26551001,D006801,Humans,N
26551087,D000369,"Aged, 80 and over",N
26551087,D000368,Aged,N
26551087,D006801,Humans,N
26551087,D008297,Male,N
26551087,D005260,Female,N
26551087,D008875,Middle Aged,N
26551163,D003430,Cross-Sectional Studies,N
26551163,D000368,Aged,N
26551163,D006801,Humans,N
26551163,D008297,Male,N
26551163,D005260,Female,N
26551163,D012720,Severity of Illness Index,N
26551169,D000328,Adult,N
26551169,D000369,"Aged, 80 and over",N
26551169,D000368,Aged,N
26551169,D006801,Humans,N
26551169,D008297,Male,N
26551169,D008875,Middle Aged,N
26551169,D005260,Female,N
26551169,D011237,Predictive Value of Tests,N
26551169,D012680,Sensitivity and Specificity,N
26551174,D000328,Adult,N
26551174,D000970,Antineoplastic Agents,N
26551174,D005260,Female,N
26551174,D006801,Humans,N
26551174,D011994,Recombinant Proteins,N
26551184,D000293,Adolescent,N
26551184,D000328,Adult,N
26551184,D006801,Humans,N
26551184,D005260,Female,N
26551184,D011247,Pregnancy,N
26551184,D055815,Young Adult,N
26551202,D000328,Adult,N
26551202,D005260,Female,N
26551202,D006801,Humans,N
26551202,D008875,Middle Aged,N
26551202,D008297,Male,N
26551263,D000328,Adult,N
26551263,D000368,Aged,N
26551263,D005260,Female,N
26551263,D005838,Genotype,N
26551263,D006801,Humans,N
26551263,D008297,Male,N
26551263,D008875,Middle Aged,N
26551263,D016896,Treatment Outcome,N
26551263,D055815,Young Adult,N
26551309,D005838,Genotype,N
26551309,D006801,Humans,N
26551309,D012720,Severity of Illness Index,N
26551310,D006801,Humans,N
26551310,D011379,Prognosis,N
26551310,D012720,Severity of Illness Index,N
26551312,D000328,Adult,N
26551312,D005260,Female,N
26551312,D008297,Male,N
26551312,D006801,Humans,N
26551332,D000818,Animals,N
26551332,D008297,Male,N
26551350,D006801,Humans,N
26551365,D006801,Humans,N
26551365,D013997,Time Factors,N
26551380,D000368,Aged,N
26551380,D000369,"Aged, 80 and over",N
26551380,D006801,Humans,N
26551458,D006801,Humans,N
26551546,D000818,Animals,N
26551546,D006801,Humans,N
26551546,D051379,Mice,N
26551546,D005260,Female,N
26551546,D009474,Neurons,N
26551568,D006801,Humans,N
26551568,D008969,Molecular Sequence Data,N
26551667,D016022,Case-Control Studies,N
26551667,D006801,Humans,N
26551667,D012307,Risk Factors,N
26551667,D015398,Signal Transduction,N
26551667,D009154,Mutation,N
26551672,D001665,Binding Sites,N
26551672,D016022,Case-Control Studies,N
26551672,D005786,Gene Expression Regulation,N
26551672,D006801,Humans,N
26551672,D008099,Liver,N
26551740,D000818,Animals,N
26551740,D006801,Humans,N
26551740,D015398,Signal Transduction,N
26551740,D009154,Mutation,N
26551785,D000328,Adult,N
26551785,D016022,Case-Control Studies,N
26551785,D000368,Aged,N
26551785,D005260,Female,N
26551785,D016015,Logistic Models,N
26551785,D008297,Male,N
26551785,D006801,Humans,N
26551785,D008875,Middle Aged,N
26551785,D011401,"Promoter Regions, Genetic",N
26551785,D012307,Risk Factors,N
26551836,D000818,Animals,N
26551836,D008958,"Models, Molecular",N
26551836,D011817,Rabbits,N
26552008,D000818,Animals,N
26552008,D000911,"Antibodies, Monoclonal",N
26552008,D002460,Cell Line,N
26552008,D006801,Humans,N
26552008,D005260,Female,N
26552122,D000328,Adult,N
26552122,D005260,Female,N
26552122,D006801,Humans,N
26552122,D008297,Male,N
26552122,D008875,Middle Aged,N
26552129,D000328,Adult,N
26552129,D000368,Aged,N
26552129,D006801,Humans,N
26552129,D008875,Middle Aged,N
26552129,D016133,Polymerase Chain Reaction,N
26552174,D000818,Animals,N
26552174,D005260,Female,N
26552174,D008099,Liver,N
26552174,D008297,Male,N
26552174,D051381,Rats,N
26552174,D017207,"Rats, Sprague-Dawley",N
26552179,D000818,Animals,N
26552179,D005260,Female,N
26552179,D012333,"RNA, Messenger",N
26552179,D051381,Rats,N
26552179,D017207,"Rats, Sprague-Dawley",N
26552186,D000293,Adolescent,N
26552186,D000328,Adult,N
26552186,D000368,Aged,N
26552186,D000369,"Aged, 80 and over",N
26552186,D005260,Female,N
26552186,D006801,Humans,N
26552186,D016015,Logistic Models,N
26552186,D008297,Male,N
26552186,D008875,Middle Aged,N
26552186,D012189,Retrospective Studies,N
26552205,D006801,Humans,N
26552205,D011446,Prospective Studies,N
26552205,D012307,Risk Factors,N
26552211,D045744,"Cell Line, Tumor",N
26552211,D049109,Cell Proliferation,N
26552211,D006801,Humans,N
26552211,D008297,Male,N
26552211,D011379,Prognosis,N
26552233,D006801,Humans,N
26552240,D000818,Animals,N
26552240,D005260,Female,N
26552240,D051379,Mice,N
26552240,D011247,Pregnancy,N
26552240,D012333,"RNA, Messenger",N
26552244,D006801,Humans,N
26552247,D006801,Humans,N
26552257,D006801,Humans,N
26552262,D000818,Animals,N
26552265,D000818,Animals,N
26552265,D013997,Time Factors,N
26552269,D000818,Animals,N
26552269,D005838,Genotype,N
26552274,D000818,Animals,N
26552315,D006801,Humans,N
26552318,D002648,Child,N
26552318,D006801,Humans,N
26552386,D000818,Animals,N
26552386,D005260,Female,N
26552386,D007150,Immunohistochemistry,N
26552386,D017207,"Rats, Sprague-Dawley",N
26552428,D000818,Animals,N
26552428,D005260,Female,N
26552428,D051379,Mice,N
26552428,D008810,"Mice, Inbred C57BL",N
26552428,D051381,Rats,N
26552432,D000328,Adult,N
26552432,D000368,Aged,N
26552432,D000369,"Aged, 80 and over",N
26552432,D005260,Female,N
26552432,D006801,Humans,N
26552432,D008875,Middle Aged,N
26552432,D008297,Male,N
26552432,D012189,Retrospective Studies,N
26552485,D006801,Humans,N
26552551,D000818,Animals,N
26552551,D017209,Apoptosis,N
26552551,D051379,Mice,N
26552551,D006801,Humans,N
26552551,D015398,Signal Transduction,N
26552704,D045744,"Cell Line, Tumor",N
26552704,D006801,Humans,N
26552704,D015398,Signal Transduction,Y
26552750,D000818,Animals,N
26552750,D051379,Mice,N
26552750,D006801,Humans,N
26552758,D000368,Aged,N
26552758,D005500,Follow-Up Studies,N
26552758,D006801,Humans,N
26552758,D008875,Middle Aged,N
26552758,D008297,Male,N
26552758,D011379,Prognosis,N
26552758,D012307,Risk Factors,N
26552758,D012720,Severity of Illness Index,N
26552758,D013997,Time Factors,N
26552774,D006801,Humans,N
26552776,D006801,Humans,N
26552776,D012307,Risk Factors,N
26552758,D005260,Female,N
26552864,D000818,Animals,N
26552864,D017209,Apoptosis,N
26552864,D008810,"Mice, Inbred C57BL",N
26552864,D009154,Mutation,N
26552864,D015398,Signal Transduction,N
26552864,D014157,Transcription Factors,N
26552874,D000818,Animals,N
26552874,D000900,Anti-Bacterial Agents,N
26552874,D008297,Male,N
26552874,D051379,Mice,N
26553029,D000328,Adult,N
26553029,D005260,Female,N
26553029,D006801,Humans,N
26553029,D008875,Middle Aged,N
26553029,D008297,Male,N
26553029,D055815,Young Adult,N
26553055,D000328,Adult,N
26553055,D005260,Female,N
26553055,D006801,Humans,N
26553055,D008175,Lung Neoplasms,N
26553055,D008297,Male,N
26553055,D008875,Middle Aged,N
26553055,D012737,Sex Factors,N
26553056,D000465,Algorithms,Y
26553056,D000818,Animals,N
26553056,D001665,Binding Sites,N
26553056,D006801,Humans,N
26553056,D051379,Mice,N
26553055,D000368,Aged,N
26553056,D011485,Protein Binding,N
26553056,D014157,Transcription Factors,N
26553059,D000818,Animals,N
26553059,D005260,Female,N
26553059,D006801,Humans,N
26553059,D008297,Male,N
26553065,D005786,Gene Expression Regulation,N
26553065,D006801,Humans,N
26553065,D009154,Mutation,N
26553065,D011401,"Promoter Regions, Genetic",N
26553073,D000328,Adult,N
26553073,D000369,"Aged, 80 and over",N
26553073,D000368,Aged,N
26553073,D003430,Cross-Sectional Studies,N
26553073,D005260,Female,N
26553073,D006801,Humans,N
26553073,D008297,Male,N
26553073,D008875,Middle Aged,N
26553073,D055815,Young Adult,N
26553106,D000328,Adult,N
26553106,D000368,Aged,N
26553106,D000293,Adolescent,N
26553106,D006801,Humans,N
26553106,D008875,Middle Aged,N
26553106,D055815,Young Adult,N
26553106,D008297,Male,N
26553117,D001786,Blood Glucose,N
26553117,D000818,Animals,N
26553117,D008297,Male,N
26553117,D013997,Time Factors,N
26553181,D002648,Child,N
26553181,D002675,"Child, Preschool",N
26553181,D005260,Female,N
26553181,D006801,Humans,N
26553181,D008297,Male,N
26553187,D016022,Case-Control Studies,N
26553187,D000293,Adolescent,N
26553187,D002675,"Child, Preschool",N
26553187,D002648,Child,N
26553187,D005260,Female,N
26553187,D005500,Follow-Up Studies,N
26553187,D006801,Humans,N
26553187,D007231,"Infant, Newborn",N
26553187,D008297,Male,N
26553187,D012307,Risk Factors,N
26553333,D000328,Adult,N
26553333,D000368,Aged,N
26553333,D000369,"Aged, 80 and over",N
26553333,D005260,Female,N
26553333,D007223,Infant,N
26553333,D007231,"Infant, Newborn",N
26553333,D006801,Humans,N
26553333,D008875,Middle Aged,N
26553333,D011446,Prospective Studies,N
26553333,D008297,Male,N
26553413,D000328,Adult,N
26553413,D006801,Humans,N
26553413,D008875,Middle Aged,N
26553413,D011795,Surveys and Questionnaires,N
26553413,D008297,Male,N
26553413,D016896,Treatment Outcome,N
25070905,D006801,Humans,N
25070905,D000369,"Aged, 80 and over",N
25070905,D008297,Male,N
26553333,D055815,Young Adult,N
26553507,D000328,Adult,N
26553507,D006801,Humans,N
26553507,D008297,Male,N
26553507,D008875,Middle Aged,N
26553507,D005260,Female,N
26553563,D000818,Animals,N
26553563,D066298,In Vitro Techniques,N
26553563,D012333,"RNA, Messenger",N
26553594,D000465,Algorithms,Y
26553594,D003937,"Diagnosis, Differential",Y
26553594,D006801,Humans,N
26553605,D005260,Female,N
26553605,D008297,Male,N
26553605,D006801,Humans,N
26553825,D006801,Humans,N
26553865,D000328,Adult,N
26553865,D006801,Humans,N
26553865,D008297,Male,N
26553865,D015203,Reproducibility of Results,N
26553868,D000818,Animals,N
26553868,D002478,"Cells, Cultured",N
26553868,D051379,Mice,N
26553868,D014157,Transcription Factors,N
26553993,D000911,"Antibodies, Monoclonal",N
26553993,D000818,Animals,N
26553993,D045744,"Cell Line, Tumor",N
26553993,D008279,Magnetic Resonance Imaging,N
26553993,D006801,Humans,N
26553993,D013997,Time Factors,N
26553993,D014057,"Tomography, X-Ray Computed",N
26553993,D014158,"Transcription, Genetic",N
26554009,D006801,Humans,N
26554010,D000818,Animals,N
26554010,D045744,"Cell Line, Tumor",N
26554010,D051379,Mice,N
26554010,D006801,Humans,N
26554010,D015398,Signal Transduction,N
26554010,D016896,Treatment Outcome,N
26554019,D000818,Animals,N
26554019,D001483,Base Sequence,N
26554019,D002417,Cattle,N
26554019,D006801,Humans,N
26554019,D008958,"Models, Molecular",N
26554019,D008969,Molecular Sequence Data,N
26554019,D009154,Mutation,N
26554076,D006801,Humans,N
26554098,D006801,Humans,N
26554098,D012307,Risk Factors,N
26554109,D000328,Adult,N
26554109,D000368,Aged,N
26554109,D015415,Biomarkers,N
26554109,D001786,Blood Glucose,N
26554109,D003430,Cross-Sectional Studies,N
26554109,D005260,Female,N
26554109,D006801,Humans,N
26554109,D007328,Insulin,N
26554109,D008297,Male,N
26554109,D011237,Predictive Value of Tests,N
26554109,D008875,Middle Aged,N
26554109,D011379,Prognosis,N
26554118,D003937,"Diagnosis, Differential",N
26554118,D005260,Female,N
26554118,D008297,Male,N
26554118,D008875,Middle Aged,N
26554118,D006801,Humans,N
26554127,D006801,Humans,N
26554131,D000818,Animals,N
26554131,D005260,Female,N
26554131,D051379,Mice,N
